unloading_120.jpg,n04490091,215,314,600,508
unloading_120.jpg,n03126707,0,0,336,284
unloading_120.jpg,n03126707,178,336,259,496
unloading_120.jpg,n08212347,191,152,491,324
unloading_120.jpg,n07942152,319,141,499,379
leaking_72.jpg,,,,,
kneading_70.jpg,n07942152,0,0,691,515
admiring_226.jpg,n10287213,161,13,577,517
repairing_89.jpg,n10287213,39,331,462,509
repairing_89.jpg,n10287213,544,103,689,486
repairing_89.jpg,n07942152,223,130,681,520
ascending_148.jpg,,,,,
tuning_52.jpg,n10287213,274,106,578,487
skidding_110.jpg,n00007846,73,230,330,484
twisting_80.jpg,n10287213,178,120,521,422
baking_145.jpg,n00007846,0,138,216,380
baking_145.jpg,n14974264,19,0,429,495
bandaging_12.jpg,n10287213,9,0,640,373
bandaging_12.jpg,n03309808,209,146,455,498
bandaging_12.jpg,n04459362,222,149,585,436
bandaging_12.jpg,n07985628,0,153,499,474
smearing_185.jpg,n10285313,176,51,445,496
flaming_244.jpg,n15098161,17,171,653,526
flaming_244.jpg,n07302836,1,28,521,496
flaming_244.jpg,n09273130,5,83,668,495
baptizing_26.jpg,n07942152,342,265,624,452
emptying_203.jpg,n00007846,117,6,558,184
brawling_208.jpg,n07942152,69,89,665,508
sharpening_170.jpg,n04140064,7,0,441,519
potting_5.jpg,n09917593,14,56,508,420
potting_5.jpg,n07942152,50,71,655,449
dining_104.jpg,n07942152,20,263,665,504
miming_66.jpg,n00007846,316,127,541,481
miming_66.jpg,n07942152,31,162,661,522
descending_105.jpg,n09334396,19,20,594,508
skiing_172.jpg,,,,,
raking_153.jpg,n02958343,85,78,396,225
raking_153.jpg,n10287213,297,45,440,372
raking_153.jpg,n09334396,7,206,664,522
raking_153.jpg,n02906734,302,139,471,487
admiring_118.jpg,n04306847,152,6,504,465
admiring_118.jpg,n10787470,349,95,573,504
sealing_51.jpg,n04546855,8,0,618,510
sealing_51.jpg,n03239726,262,122,579,399
sealing_51.jpg,n00007846,491,204,674,491
tuning_122.jpg,n03816136,304,213,579,509
tuning_122.jpg,n00007846,17,151,431,520
kicking_155.jpg,n10285313,352,28,648,366
kicking_155.jpg,n08591592,131,37,500,514
kicking_155.jpg,n12102133,2,55,578,516
dyeing_133.jpg,n00007846,523,9,692,408
milking_79.jpg,n01887787,41,21,679,476
milking_79.jpg,n10287213,186,39,450,395
milking_79.jpg,n10787470,183,72,450,469
milking_79.jpg,n02403454,219,19,689,450
autographing_181.jpg,n10287213,7,2,526,520
autographing_181.jpg,n06793426,208,153,522,342
autographing_181.jpg,n14801146,296,149,581,410
autographing_181.jpg,n09812338,0,194,601,511
mending_55.jpg,n00007846,6,0,638,502
whisking_179.jpg,n02881193,40,3,667,504
whisking_179.jpg,n07601999,108,179,674,526
mending_155.jpg,n04105068,4,26,697,507
mending_155.jpg,n10287213,357,79,512,388
smelling_192.jpg,n10129825,194,98,699,462
smelling_192.jpg,n11669921,25,190,639,436
mowing_113.jpg,n03649909,188,156,494,405
mowing_113.jpg,n03649909,499,131,668,329
mowing_113.jpg,n10287213,117,77,286,449
unlocking_127.jpg,n10287213,295,60,539,483
unlocking_127.jpg,n03221720,16,97,619,494
shopping_324.jpg,n09812338,436,152,694,487
shopping_324.jpg,n10787470,426,149,624,508
shopping_324.jpg,n02948072,369,256,480,347
shopping_324.jpg,n07942152,5,0,684,508
grinning_155.jpg,n07942152,2,10,683,512
skating_223.jpg,n10787470,53,72,636,483
hurling_107.jpg,n10101634,46,34,692,478
hurling_107.jpg,n10439851,41,40,672,513
dusting_136.jpg,n09917593,339,48,537,352
dusting_136.jpg,n10714465,404,67,568,442
dusting_136.jpg,n10285313,56,82,211,483
imitating_166.jpg,n10287213,4,41,679,456
spilling_33.jpg,,,,,
sketching_163.jpg,n10787470,301,129,602,481
sketching_163.jpg,n10787470,107,94,153,180
lecturing_63.jpg,n09917593,99,260,206,479
lecturing_63.jpg,n10665698,92,195,609,468
lecturing_63.jpg,n07942152,163,213,602,465
socializing_233.jpg,n10084295,2,73,685,440
socializing_233.jpg,n09917593,0,97,649,448
injecting_77.jpg,n00007846,23,106,673,506
microwaving_48.jpg,n10787470,9,51,588,519
wiping_98.jpg,n00007846,0,0,453,390
wiping_98.jpg,n03938244,77,122,543,528
wiping_98.jpg,n04459362,125,0,513,445
shredding_198.jpg,n10287213,293,10,442,473
shredding_198.jpg,n13112664,6,0,421,505
shredding_198.jpg,n00017222,11,0,412,384
punching_91.jpg,n09870208,3,57,685,497
punching_91.jpg,n05600637,157,58,391,306
misbehaving_174.jpg,n10285313,61,21,606,411
splashing_228.jpg,n00015388,13,66,513,212
splashing_228.jpg,n14845743,0,125,659,465
splashing_228.jpg,n07942152,40,0,419,204
kneading_32.jpg,n07860988,193,164,401,482
kneading_32.jpg,n10787470,27,0,602,506
kneading_32.jpg,n05564590,53,21,354,365
kneading_32.jpg,n05564590,427,89,563,182
kneading_32.jpg,n04253437,63,20,344,342
kneading_32.jpg,n05217688,27,0,421,501
immersing_67.jpg,,,,,
rearing_141.jpg,n02374451,174,76,490,411
rearing_141.jpg,n12102133,0,167,692,481
bulldozing_196.jpg,n10287213,500,118,546,184
bulldozing_196.jpg,n10287213,339,192,577,446
whipping_226.jpg,n02374451,47,102,376,530
whipping_226.jpg,n02374451,381,80,666,517
whipping_226.jpg,n10223177,325,249,633,463
whipping_226.jpg,n04577769,261,75,417,389
blossoming_206.jpg,,,,,
checking_297.jpg,n10287213,0,122,632,494
checking_297.jpg,n00007846,12,0,508,483
stroking_141.jpg,n10787470,268,47,483,438
stroking_141.jpg,n02121620,272,334,471,482
rubbing_84.jpg,n05564590,152,141,435,398
begging_195.jpg,,,,,
massaging_39.jpg,n05548840,316,148,533,509
giggling_153.jpg,n10787470,147,24,769,464
biking_7.jpg,n07942152,139,178,462,502
shouting_330.jpg,n10287213,463,25,717,437
camouflaging_109.jpg,n13152742,9,0,781,525
stuffing_110.jpg,n10714465,238,0,784,512
hoisting_229.jpg,n10773394,214,120,624,452
hoisting_229.jpg,n02790996,9,159,444,386
hoisting_229.jpg,n04571292,24,173,627,365
calling_102.jpg,n10787470,10,45,405,463
hunting_130.jpg,n10530677,40,121,374,458
camping_220.jpg,n10287213,370,192,528,369
camping_220.jpg,n04411264,51,198,594,461
camping_220.jpg,n04411264,543,33,729,144
giving_32.jpg,n07942152,83,58,791,521
nagging_47.jpg,n10287213,461,59,714,504
nagging_47.jpg,n10787470,63,53,279,493
nagging_47.jpg,n10787470,326,247,659,510
sharpening_233.jpg,n00007846,39,33,675,463
pedaling_76.jpg,n09986189,193,4,553,333
pedaling_76.jpg,n02834778,157,215,640,503
biking_33.jpg,n10287213,279,0,512,289
biking_33.jpg,n10287213,153,190,272,240
biking_33.jpg,n00007846,245,4,517,271
biking_33.jpg,n02834778,11,4,530,454
bulldozing_44.jpg,n03126707,48,71,412,383
bulldozing_44.jpg,n02913152,329,155,788,427
confronting_148.jpg,n07942152,176,26,786,521
frisking_113.jpg,n07942152,4,100,514,536
frisking_113.jpg,n07942152,622,160,785,505
distracting_227.jpg,n10787470,121,25,778,480
harvesting_240.jpg,n07942152,119,212,711,405
harvesting_240.jpg,n07942152,370,138,445,208
harvesting_240.jpg,n08569998,1,6,540,519
subduing_42.jpg,n10787470,158,35,416,311
subduing_42.jpg,n10622053,36,42,748,489
smearing_157.jpg,n00007846,203,0,414,116
shaving_188.jpg,n10287213,305,3,791,200
shaving_188.jpg,n10287213,149,77,296,274
shaving_188.jpg,n10319796,198,4,592,260
glowing_2.jpg,,,,,
leaking_47.jpg,n14933911,38,172,805,514
leaking_47.jpg,n13152742,62,5,790,521
pitching_286.jpg,n09835506,14,99,597,523
pitching_286.jpg,n05564590,641,160,750,247
pitching_286.jpg,n05564590,371,230,466,401
pitching_286.jpg,n10439851,25,17,787,496
pitching_286.jpg,n03378765,703,159,776,221
stooping_174.jpg,n10287213,263,0,516,503
stooping_174.jpg,n09334396,23,125,800,530
stooping_174.jpg,n10285313,250,143,474,510
stooping_174.jpg,n11508382,266,19,771,518
stooping_174.jpg,n15043763,9,33,545,525
praying_119.jpg,n10287213,4,0,677,508
praying_119.jpg,n10287213,715,134,780,242
queuing_88.jpg,n07942152,51,191,735,439
marching_32.jpg,n10622053,28,245,802,510
hiking_38.jpg,n07942152,169,101,417,349
injecting_130.jpg,n00007846,142,3,806,376
injecting_130.jpg,n04376876,271,19,611,202
stretching_76.jpg,n10787470,74,10,751,435
stretching_76.jpg,n05216365,124,44,473,394
selling_245.jpg,n10787470,449,100,615,479
selling_245.jpg,n10787470,224,285,364,500
selling_245.jpg,n10129825,189,96,703,522
shooting_143.jpg,n10287213,0,131,635,514
shooting_143.jpg,n03467984,219,124,441,339
shooting_143.jpg,n00007846,0,155,389,526
skidding_133.jpg,n02958343,185,187,650,433
spilling_148.jpg,n07933274,279,88,583,384
spilling_148.jpg,n07933274,209,411,411,520
leaping_157.jpg,n09376198,1,57,556,517
